"Date","Price","Open","High","Low","Vol.","Change %"
"22-07-2024","7.2956","7.2853","7.2979","7.2769","","0.16%"
"19-07-2024","7.2839","7.2773","7.2882","7.2752","","0.11%"
"18-07-2024","7.2762","7.2720","7.2797","7.2600","","0.07%"
"17-07-2024","7.2714","7.2897","7.2922","7.2599","","-0.21%"
"16-07-2024","7.2870","7.2745","7.2930","7.2720","","0.18%"
"15-07-2024","7.2738","7.2773","7.2863","7.2677","","0.04%"
"12-07-2024","7.2709","7.2682","7.2791","7.2613","","0.06%"
"11-07-2024","7.2667","7.2922","7.2931","7.2578","","-0.33%"
"10-07-2024","7.2908","7.2883","7.2941","7.2864","","0.03%"
"09-07-2024","7.2883","7.2856","7.2938","7.2840","","0.04%"
"08-07-2024","7.2852","7.2901","7.2931","7.2838","","-0.03%"
"05-07-2024","7.2875","7.2932","7.2962","7.2787","","-0.06%"
"04-07-2024","7.2919","7.3017","7.3054","7.2909","","-0.13%"
"03-07-2024","7.3015","7.3075","7.3119","7.2916","","-0.07%"
"02-07-2024","7.3069","7.3050","7.3098","7.3015","","0.04%"
"01-07-2024","7.3041","7.2968","7.3064","7.2931","","0.07%"
"28-06-2024","7.2993","7.3033","7.3071","7.2898","","-0.05%"
"27-06-2024","7.3027","7.3004","7.3045","7.2939","","0.04%"
"26-06-2024","7.2995","7.2893","7.3078","7.2863","","0.15%"
"25-06-2024","7.2884","7.2832","7.2912","7.2755","","0.08%"
"24-06-2024","7.2824","7.2905","7.2951","7.2764","","-0.10%"
"21-06-2024","7.2895","7.2909","7.2931","7.2829","","-0.01%"
"20-06-2024","7.2903","7.2809","7.2924","7.2773","","0.14%"
"19-06-2024","7.2803","7.2707","7.2823","7.2685","","0.14%"
"18-06-2024","7.2700","7.2697","7.2779","7.2680","","0.01%"
"17-06-2024","7.2691","7.2714","7.2737","7.2660","","0.00%"
"14-06-2024","7.2691","7.2706","7.2755","7.2671","","-0.02%"
"13-06-2024","7.2702","7.2630","7.2719","7.2591","","0.11%"
"12-06-2024","7.2622","7.2720","7.2747","7.2495","","-0.12%"
"11-06-2024","7.2709","7.2657","7.2751","7.2615","","0.08%"
"10-06-2024","7.2651","7.2638","7.2731","7.2623","","0.04%"
"07-06-2024","7.2625","7.2596","7.2658","7.2460","","0.04%"
"06-06-2024","7.2595","7.2594","7.2649","7.2520","","0.02%"
"05-06-2024","7.2579","7.2476","7.2612","7.2441","","0.16%"
"04-06-2024","7.2466","7.2517","7.2593","7.2401","","-0.06%"
"03-06-2024","7.2511","7.2620","7.2643","7.2501","","-0.15%"
"31-05-2024","7.2619","7.2530","7.2688","7.2473","","0.14%"
"30-05-2024","7.2515","7.2735","7.2741","7.2473","","-0.29%"
"29-05-2024","7.2725","7.2633","7.2762","7.2613","","0.13%"
"28-05-2024","7.2632","7.2566","7.2651","7.2553","","0.08%"
"27-05-2024","7.2571","7.2613","7.2628","7.2530","","-0.07%"
"24-05-2024","7.2620","7.2578","7.2637","7.2539","","0.06%"
"23-05-2024","7.2573","7.2542","7.2601","7.2488","","0.06%"
"22-05-2024","7.2532","7.2473","7.2560","7.2441","","0.10%"
"21-05-2024","7.2462","7.2469","7.2499","7.2406","","-0.01%"
"20-05-2024","7.2469","7.2330","7.2477","7.2308","","0.19%"
"17-05-2024","7.2331","7.2232","7.2370","7.2192","","0.15%"
"16-05-2024","7.2222","7.2180","7.2277","7.2034","","0.06%"
"15-05-2024","7.2179","7.2395","7.2436","7.2052","","-0.29%"
"14-05-2024","7.2386","7.2400","7.2471","7.2351","","-0.01%"
"13-05-2024","7.2390","7.2334","7.2441","7.2315","","0.08%"
"10-05-2024","7.2331","7.2221","7.2351","7.2186","","0.16%"
"09-05-2024","7.2214","7.2295","7.2351","7.2193","","-0.10%"
"08-05-2024","7.2287","7.2252","7.2343","7.2229","","0.06%"
"07-05-2024","7.2243","7.2144","7.2274","7.2116","","0.15%"
"06-05-2024","7.2137","7.1923","7.2238","7.1920","","0.30%"
"03-05-2024","7.1920","7.2056","7.2085","7.1652","","-0.18%"
"02-05-2024","7.2050","7.2339","7.2453","7.1950","","-0.38%"
"01-05-2024","7.2328","7.2548","7.2555","7.2315","","-0.29%"
"30-04-2024","7.2541","7.2435","7.2578","7.2411","","0.16%"
"29-04-2024","7.2425","7.2684","7.2688","7.2341","","-0.35%"
"26-04-2024","7.2677","7.2550","7.2706","7.2519","","0.19%"
"25-04-2024","7.2541","7.2729","7.2744","7.2533","","-0.25%"
"24-04-2024","7.2722","7.2604","7.2742","7.2548","","0.17%"
"23-04-2024","7.2596","7.2512","7.2670","7.2490","","0.13%"
"22-04-2024","7.2505","7.2504","7.2559","7.2474","","0.02%"
"19-04-2024","7.2490","7.2490","7.2632","7.2445","","0.00%"
"18-04-2024","7.2491","7.2446","7.2542","7.2408","","0.08%"
"17-04-2024","7.2434","7.2638","7.2688","7.2416","","-0.26%"
"16-04-2024","7.2625","7.2589","7.2836","7.2579","","0.05%"
"15-04-2024","7.2586","7.2667","7.2674","7.2540","","-0.10%"
"12-04-2024","7.2658","7.2554","7.2692","7.2520","","0.16%"
"11-04-2024","7.2544","7.2627","7.2645","7.2488","","-0.11%"
"10-04-2024","7.2624","7.2386","7.2646","7.2355","","0.34%"
"09-04-2024","7.2376","7.2424","7.2483","7.2353","","-0.05%"
"08-04-2024","7.2414","7.2481","7.2551","7.2403","","-0.07%"
"05-04-2024","7.2463","7.2502","7.2547","7.2395","","-0.04%"
"04-04-2024","7.2495","7.2488","7.2533","7.2411","","0.02%"
"03-04-2024","7.2481","7.2545","7.2635","7.2474","","-0.08%"
"02-04-2024","7.2538","7.2595","7.2664","7.2519","","-0.07%"
"01-04-2024","7.2589","7.2571","7.2625","7.2471","","0.04%"
"29-03-2024","7.2560","7.2622","7.2646","7.2520","","-0.08%"
"28-03-2024","7.2615","7.2540","7.2677","7.2438","","0.11%"
"27-03-2024","7.2538","7.2488","7.2610","7.2455","","0.08%"
"26-03-2024","7.2483","7.2530","7.2547","7.2369","","-0.06%"
"25-03-2024","7.2523","7.2748","7.2821","7.2320","","-0.31%"
"22-03-2024","7.2747","7.2214","7.2802","7.2167","","0.75%"
"21-03-2024","7.2205","7.2112","7.2242","7.2024","","0.14%"
"20-03-2024","7.2103","7.2119","7.2193","7.2073","","-0.02%"
"19-03-2024","7.2115","7.2060","7.2147","7.2041","","0.08%"
"18-03-2024","7.2054","7.2042","7.2091","7.2010","","0.00%"
"15-03-2024","7.2054","7.2024","7.2073","7.1995","","0.05%"
"14-03-2024","7.2019","7.1936","7.2045","7.1909","","0.13%"
"13-03-2024","7.1928","7.1870","7.2030","7.1841","","0.09%"
"12-03-2024","7.1865","7.1800","7.1922","7.1717","","0.10%"
"11-03-2024","7.1794","7.2011","7.2017","7.1789","","-0.28%"
"08-03-2024","7.1998","7.2003","7.2042","7.1851","","0.00%"
"07-03-2024","7.1997","7.2103","7.2134","7.1990","","-0.14%"
"06-03-2024","7.2096","7.2119","7.2181","7.2061","","-0.02%"
"05-03-2024","7.2107","7.2100","7.2142","7.2054","","0.03%"
"04-03-2024","7.2088","7.2091","7.2132","7.2060","","0.00%"
"01-03-2024","7.2087","7.2073","7.2158","7.2055","","0.03%"
"29-02-2024","7.2065","7.2136","7.2148","7.2021","","-0.09%"
"28-02-2024","7.2127","7.2138","7.2208","7.2111","","-0.01%"
"27-02-2024","7.2131","7.2109","7.2154","7.2070","","0.05%"
"26-02-2024","7.2098","7.2057","7.2134","7.2017","","0.08%"
"23-02-2024","7.2039","7.2018","7.2148","7.1982","","0.04%"
"22-02-2024","7.2008","7.1996","7.2053","7.1905","","0.04%"
"21-02-2024","7.1982","7.2016","7.2074","7.1803","","-0.03%"
"20-02-2024","7.2005","7.2108","7.2189","7.1958","","-0.14%"
"19-02-2024","7.2108","7.2132","7.2164","7.2032","","-0.01%"
"16-02-2024","7.2115","7.2176","7.2234","7.2103","","-0.07%"
"15-02-2024","7.2169","7.2226","7.2281","7.2132","","-0.07%"
"14-02-2024","7.2221","7.2313","7.2341","7.2206","","-0.12%"
"13-02-2024","7.2306","7.2150","7.2334","7.2117","","0.23%"
"12-02-2024","7.2138","7.2186","7.2256","7.2123","","-0.06%"
"09-02-2024","7.2178","7.2154","7.2203","7.2071","","0.04%"
"08-02-2024","7.2146","7.2129","7.2200","7.2015","","0.03%"
"07-02-2024","7.2124","7.2013","7.2153","7.1883","","0.16%"
"06-02-2024","7.2012","7.2199","7.2207","7.1937","","-0.25%"
"05-02-2024","7.2191","7.2147","7.2249","7.2080","","0.06%"
"02-02-2024","7.2148","7.1877","7.2171","7.1845","","0.39%"
"01-02-2024","7.1869","7.1859","7.1979","7.1825","","0.03%"
"31-01-2024","7.1849","7.1873","7.1922","7.1724","","-0.03%"
"30-01-2024","7.1870","7.1874","7.1929","7.1805","","0.01%"
"29-01-2024","7.1866","7.1870","7.1974","7.1845","","0.00%"
"26-01-2024","7.1868","7.1800","7.1936","7.1772","","0.10%"
"25-01-2024","7.1799","7.1617","7.1894","7.1554","","0.27%"
"24-01-2024","7.1607","7.1673","7.1800","7.1410","","-0.07%"
"23-01-2024","7.1659","7.1937","7.2002","7.1631","","-0.37%"
"22-01-2024","7.1926","7.2045","7.2095","7.1909","","-0.12%"
"19-01-2024","7.2015","7.2161","7.2176","7.1963","","-0.19%"
"18-01-2024","7.2149","7.2214","7.2256","7.2075","","-0.09%"
"17-01-2024","7.2214","7.2201","7.2326","7.2066","","0.05%"
"16-01-2024","7.2179","7.1852","7.2237","7.1845","","0.48%"
"15-01-2024","7.1833","7.1894","7.1919","7.1745","","-0.08%"
"12-01-2024","7.1893","7.1750","7.1932","7.1652","","0.22%"
"11-01-2024","7.1737","7.1832","7.1860","7.1613","","-0.12%"
"10-01-2024","7.1823","7.1844","7.1901","7.1769","","-0.02%"
"09-01-2024","7.1834","7.1621","7.1885","7.1595","","0.31%"
"08-01-2024","7.1611","7.1654","7.1752","7.1540","","-0.06%"
"05-01-2024","7.1657","7.1774","7.1807","7.1407","","-0.15%"
"04-01-2024","7.1765","7.1646","7.1787","7.1522","","0.18%"
"03-01-2024","7.1637","7.1492","7.1731","7.1421","","0.19%"
"02-01-2024","7.1503","7.1238","7.1547","7.1098","","0.37%"
"01-01-2024","7.1240","7.1245","7.1266","7.1241","","-0.02%"
"29-12-2023","7.1252","7.1193","7.1304","7.0865","","0.09%"
"28-12-2023","7.1185","7.1515","7.1520","7.1003","","-0.46%"
"27-12-2023","7.1515","7.1435","7.1611","7.1405","","0.15%"
"26-12-2023","7.1409","7.1473","7.1541","7.1385","","-0.07%"
"25-12-2023","7.1460","7.1530","7.1546","7.1391","","-0.10%"
"22-12-2023","7.1530","7.1416","7.1638","7.1292","","0.16%"
"21-12-2023","7.1415","7.1498","7.1609","7.1352","","-0.11%"
"20-12-2023","7.1497","7.1216","7.1546","7.1216","","0.39%"
"19-12-2023","7.1219","7.1432","7.1529","7.1188","","-0.28%"
"18-12-2023","7.1421","7.1329","7.1478","7.1265","","0.11%"
"15-12-2023","7.1345","7.1248","7.1375","7.0974","","0.15%"
"14-12-2023","7.1239","7.1374","7.1485","7.1104","","-0.18%"
"13-12-2023","7.1365","7.1940","7.2004","7.1350","","-0.79%"
"12-12-2023","7.1933","7.1936","7.1974","7.1764","","0.01%"
"11-12-2023","7.1929","7.1849","7.1999","7.1815","","0.10%"
"08-12-2023","7.1854","7.1637","7.1902","7.1533","","0.31%"
"07-12-2023","7.1634","7.1740","7.1750","7.1522","","-0.13%"
"06-12-2023","7.1730","7.1733","7.1769","7.1614","","0.01%"
"05-12-2023","7.1724","7.1491","7.1762","7.1435","","0.35%"
"04-12-2023","7.1474","7.1248","7.1553","7.1235","","0.35%"
"01-12-2023","7.1228","7.1434","7.1563","7.1233","","-0.29%"
"30-11-2023","7.1433","7.1430","7.1578","7.1225","","0.02%"
"29-11-2023","7.1420","7.1328","7.1466","7.1121","","0.14%"
"28-11-2023","7.1320","7.1596","7.1659","7.1310","","-0.38%"
"27-11-2023","7.1592","7.1484","7.1673","7.1439","","0.15%"
"24-11-2023","7.1484","7.1497","7.1613","7.1424","","-0.01%"
"23-11-2023","7.1488","7.1648","7.1685","7.1374","","-0.22%"
"22-11-2023","7.1649","7.1434","7.1757","7.1315","","0.32%"
"21-11-2023","7.1423","7.1680","7.1684","7.1282","","-0.31%"
"20-11-2023","7.1647","7.2183","7.2252","7.1628","","-0.73%"
"17-11-2023","7.2171","7.2463","7.2553","7.2095","","-0.39%"
"16-11-2023","7.2453","7.2580","7.2689","7.2426","","-0.16%"
"15-11-2023","7.2572","7.2516","7.2670","7.2375","","0.08%"
"14-11-2023","7.2515","7.2927","7.3061","7.2489","","-0.55%"
"13-11-2023","7.2915","7.3050","7.3110","7.2895","","-0.20%"
"10-11-2023","7.3060","7.2984","7.3081","7.2963","","0.12%"
"09-11-2023","7.2973","7.2869","7.3026","7.2804","","0.16%"
"08-11-2023","7.2860","7.2783","7.2893","7.2663","","0.12%"
"07-11-2023","7.2775","7.2821","7.2951","7.2755","","-0.07%"
"06-11-2023","7.2823","7.2910","7.2935","7.2699","","-0.07%"
"03-11-2023","7.2873","7.3281","7.3312","7.2856","","-0.54%"
"02-11-2023","7.3272","7.3356","7.3388","7.3215","","-0.10%"
"01-11-2023","7.3346","7.3415","7.3436","7.3288","","-0.10%"
"31-10-2023","7.3418","7.3253","7.3446","7.3210","","0.24%"
"30-10-2023","7.3239","7.3314","7.3347","7.3225","","-0.12%"
"27-10-2023","7.3327","7.3242","7.3358","7.3154","","0.12%"
"26-10-2023","7.3237","7.3299","7.3339","7.3226","","-0.07%"
"25-10-2023","7.3287","7.3141","7.3314","7.3065","","0.22%"
"24-10-2023","7.3124","7.3105","7.3250","7.3012","","0.04%"
"23-10-2023","7.3097","7.3267","7.3336","7.3089","","-0.22%"
"20-10-2023","7.3260","7.3366","7.3397","7.3212","","-0.13%"
"19-10-2023","7.3356","7.3277","7.3475","7.3214","","0.11%"
"18-10-2023","7.3276","7.3264","7.3305","7.3045","","0.04%"
"17-10-2023","7.3248","7.3087","7.3309","7.3081","","0.24%"
"16-10-2023","7.3075","7.3110","7.3197","7.3063","","-0.05%"
"13-10-2023","7.3115","7.3101","7.3145","7.3008","","0.02%"
"12-10-2023","7.3097","7.3015","7.3135","7.2891","","0.13%"
"11-10-2023","7.3002","7.2874","7.3053","7.2813","","0.20%"
"10-10-2023","7.2855","7.2924","7.3018","7.2695","","-0.08%"
"09-10-2023","7.2913","7.3084","7.3194","7.2839","","-0.22%"
"06-10-2023","7.3076","7.3057","7.3221","7.2982","","0.04%"
"05-10-2023","7.3046","7.3179","7.3248","7.3029","","-0.17%"
"04-10-2023","7.3167","7.3196","7.3302","7.3092","","-0.03%"
"03-10-2023","7.3191","7.3227","7.3317","7.3120","","-0.03%"
"02-10-2023","7.3214","7.2964","7.3235","7.2960","","0.36%"
"29-09-2023","7.2955","7.2945","7.2993","7.2805","","0.03%"
"28-09-2023","7.2934","7.3225","7.3280","7.2908","","-0.39%"
"27-09-2023","7.3216","7.3101","7.3271","7.3003","","0.17%"
"26-09-2023","7.3092","7.3166","7.3178","7.3055","","-0.09%"
"25-09-2023","7.3159","7.2989","7.3185","7.2935","","0.24%"
"22-09-2023","7.2987","7.3142","7.3181","7.2947","","-0.21%"
"21-09-2023","7.3142","7.3072","7.3219","7.3032","","0.11%"
"20-09-2023","7.3059","7.3036","7.3162","7.2879","","0.03%"
"19-09-2023","7.3036","7.2917","7.3081","7.2882","","0.19%"
"18-09-2023","7.2901","7.2810","7.2991","7.2718","","0.14%"
"15-09-2023","7.2796","7.2901","7.2959","7.2592","","-0.13%"
"14-09-2023","7.2890","7.2719","7.2975","7.2605","","0.25%"
"13-09-2023","7.2709","7.3015","7.3064","7.2688","","-0.41%"
"12-09-2023","7.3007","7.3025","7.3149","7.2923","","-0.01%"
"11-09-2023","7.3015","7.3657","7.3660","7.2915","","-0.86%"
"08-09-2023","7.3650","7.3423","7.3684","7.3341","","0.33%"
"07-09-2023","7.3409","7.3204","7.3459","7.3184","","0.29%"
"06-09-2023","7.3195","7.3042","7.3284","7.3012","","0.21%"
"05-09-2023","7.3042","7.2754","7.3122","7.2739","","0.40%"
"04-09-2023","7.2753","7.2677","7.2793","7.2544","","0.12%"
"01-09-2023","7.2669","7.2761","7.2783","7.2387","","-0.11%"
"31-08-2023","7.2746","7.3033","7.3038","7.2682","","-0.38%"
"30-08-2023","7.3022","7.2832","7.3054","7.2806","","0.26%"
"29-08-2023","7.2832","7.2931","7.3112","7.2798","","-0.13%"
"28-08-2023","7.2929","7.2940","7.3060","7.2694","","-0.01%"
"25-08-2023","7.2939","7.2808","7.3021","7.2797","","0.19%"
"24-08-2023","7.2802","7.2868","7.2952","7.2675","","-0.07%"
"23-08-2023","7.2856","7.3064","7.3081","7.2823","","-0.26%"
"22-08-2023","7.3044","7.2883","7.3170","7.2685","","0.24%"
"21-08-2023","7.2872","7.3075","7.3366","7.2780","","-0.27%"
"18-08-2023","7.3068","7.3028","7.3192","7.2822","","0.06%"
"17-08-2023","7.3027","7.3351","7.3501","7.2969","","-0.44%"
"16-08-2023","7.3352","7.3239","7.3432","7.3039","","0.17%"
"15-08-2023","7.3229","7.2790","7.3310","7.2755","","0.60%"
"14-08-2023","7.2791","7.2600","7.2931","7.2590","","0.26%"
"11-08-2023","7.2602","7.2422","7.2631","7.2336","","0.26%"
"10-08-2023","7.2417","7.2281","7.2456","7.2078","","0.22%"
"09-08-2023","7.2258","7.2375","7.2446","7.2065","","-0.16%"
"08-08-2023","7.2373","7.2014","7.2515","7.1998","","0.49%"
"07-08-2023","7.2017","7.1866","7.2057","7.1852","","0.21%"
"04-08-2023","7.1868","7.1815","7.1953","7.1551","","0.08%"
"03-08-2023","7.1813","7.2021","7.2087","7.1701","","-0.31%"
"02-08-2023","7.2033","7.1855","7.2133","7.1733","","0.26%"
"01-08-2023","7.1843","7.1464","7.1912","7.1445","","0.55%"
"31-07-2023","7.1447","7.1550","7.1598","7.1324","","-0.10%"
"28-07-2023","7.1515","7.1708","7.1782","7.1441","","-0.26%"
"27-07-2023","7.1700","7.1508","7.1778","7.1155","","0.28%"
"26-07-2023","7.1500","7.1370","7.1645","7.1357","","0.19%"
"25-07-2023","7.1364","7.1858","7.1899","7.1258","","-0.67%"
"24-07-2023","7.1843","7.1866","7.2137","7.1785","","-0.04%"
"21-07-2023","7.1873","7.1747","7.1923","7.1639","","0.19%"
"20-07-2023","7.1739","7.2320","7.2330","7.1665","","-0.80%"
"19-07-2023","7.2318","7.1929","7.2372","7.1908","","0.56%"
"18-07-2023","7.1918","7.1786","7.1973","7.1674","","0.19%"
"17-07-2023","7.1784","7.1578","7.1898","7.1481","","0.32%"
"14-07-2023","7.1557","7.1505","7.1620","7.1223","","0.08%"
"13-07-2023","7.1499","7.1659","7.1820","7.1475","","-0.21%"
"12-07-2023","7.1653","7.2138","7.2157","7.1616","","-0.66%"
"11-07-2023","7.2127","7.2291","7.2366","7.1946","","-0.22%"
"10-07-2023","7.2283","7.2333","7.2497","7.2198","","-0.06%"
"07-07-2023","7.2324","7.2554","7.2578","7.2245","","-0.30%"
"06-07-2023","7.2543","7.2621","7.2745","7.2422","","-0.09%"
"05-07-2023","7.2609","7.2301","7.2657","7.2214","","0.43%"
"04-07-2023","7.2296","7.2544","7.2569","7.2178","","-0.34%"
"03-07-2023","7.2543","7.2677","7.2740","7.2441","","-0.18%"
"30-06-2023","7.2676","7.2684","7.2861","7.2505","","0.00%"
"29-06-2023","7.2674","7.2431","7.2773","7.2333","","0.35%"
"28-06-2023","7.2422","7.2256","7.2692","7.2115","","0.24%"
"27-06-2023","7.2249","7.2439","7.2499","7.2060","","-0.26%"
"26-06-2023","7.2439","7.2146","7.2471","7.2058","","0.39%"
"23-06-2023","7.2155","7.1960","7.2291","7.1925","","0.29%"
"22-06-2023","7.1943","7.1771","7.2040","7.1665","","0.25%"
"21-06-2023","7.1761","7.1824","7.2040","7.1748","","-0.07%"
"20-06-2023","7.1813","7.1642","7.1898","7.1604","","0.26%"
"19-06-2023","7.1630","7.1276","7.1677","7.1276","","0.51%"
"16-06-2023","7.1270","7.1199","7.1446","7.1037","","0.10%"
"15-06-2023","7.1199","7.1754","7.1926","7.1175","","-0.77%"
"14-06-2023","7.1754","7.1743","7.1790","7.1505","","0.01%"
"13-06-2023","7.1749","7.1560","7.1793","7.1484","","0.28%"
"12-06-2023","7.1549","7.1424","7.1609","7.1410","","0.16%"
"09-06-2023","7.1434","7.1196","7.1463","7.1164","","0.35%"
"08-06-2023","7.1184","7.1478","7.1559","7.1165","","-0.41%"
"07-06-2023","7.1474","7.1290","7.1536","7.1115","","0.27%"
"06-06-2023","7.1282","7.1189","7.1448","7.1059","","0.14%"
"05-06-2023","7.1181","7.1073","7.1363","7.1025","","0.13%"
"02-06-2023","7.1092","7.1045","7.1153","7.0665","","0.08%"
"01-06-2023","7.1036","7.1192","7.1405","7.1015","","-0.20%"
"31-05-2023","7.1181","7.0908","7.1346","7.0865","","0.39%"
"30-05-2023","7.0907","7.0851","7.1099","7.0743","","0.08%"
"29-05-2023","7.0851","7.0725","7.0917","7.0680","","0.19%"
"26-05-2023","7.0718","7.0915","7.0986","7.0556","","-0.27%"
"25-05-2023","7.0908","7.0638","7.0950","7.0628","","0.39%"
"24-05-2023","7.0631","7.0656","7.0819","7.0458","","-0.04%"
"23-05-2023","7.0656","7.0472","7.0722","7.0413","","0.26%"
"22-05-2023","7.0471","7.0241","7.0540","7.0145","","0.33%"
"19-05-2023","7.0240","7.0498","7.0756","7.0118","","-0.36%"
"18-05-2023","7.0496","7.0096","7.0610","7.0071","","0.58%"
"17-05-2023","7.0087","6.9988","7.0232","6.9925","","0.15%"
"16-05-2023","6.9982","6.9604","6.9995","6.9545","","0.56%"
"15-05-2023","6.9593","6.9704","6.9755","6.9546","","-0.17%"
"12-05-2023","6.9712","6.9598","6.9734","6.9502","","0.16%"
"11-05-2023","6.9598","6.9384","6.9646","6.9305","","0.32%"
"10-05-2023","6.9374","6.9243","6.9425","6.9169","","0.20%"
"09-05-2023","6.9236","6.9209","6.9345","6.9186","","0.05%"
"08-05-2023","6.9204","6.9194","6.9264","6.9155","","0.00%"
"05-05-2023","6.9206","6.9174","6.9332","6.9081","","0.08%"
"04-05-2023","6.9150","6.9221","6.9285","6.8959","","-0.09%"
"03-05-2023","6.9210","6.9346","6.9377","6.9063","","-0.18%"
"02-05-2023","6.9337","6.9612","6.9650","6.9307","","-0.39%"
"01-05-2023","6.9607","6.9321","6.9639","6.9321","","0.50%"
"28-04-2023","6.9262","6.9299","6.9397","6.9171","","-0.06%"
"27-04-2023","6.9303","6.9411","6.9474","6.9208","","-0.14%"
"26-04-2023","6.9399","6.9395","6.9464","6.9237","","0.01%"
"25-04-2023","6.9394","6.9028","6.9513","6.8945","","0.57%"
"24-04-2023","6.9004","6.8991","6.9133","6.8906","","0.02%"
"21-04-2023","6.8992","6.8846","6.9059","6.8775","","0.23%"
"20-04-2023","6.8837","6.8952","6.9035","6.8746","","-0.16%"
"19-04-2023","6.8944","6.8824","6.9108","6.8731","","0.19%"
"18-04-2023","6.8814","6.8825","6.8859","6.8643","","0.01%"
"17-04-2023","6.8810","6.8698","6.8891","6.8660","","0.17%"
"14-04-2023","6.8695","6.8719","6.8766","6.8299","","-0.02%"
"13-04-2023","6.8710","6.8804","6.8861","6.8658","","-0.16%"
"12-04-2023","6.8817","6.8941","6.8960","6.8746","","-0.17%"
"11-04-2023","6.8936","6.8906","6.8986","6.8850","","0.05%"
"10-04-2023","6.8902","6.8801","6.8965","6.8738","","0.20%"
"07-04-2023","6.8767","6.8819","6.8869","6.8711","","-0.08%"
"06-04-2023","6.8821","6.8844","6.8902","6.8707","","-0.02%"
"05-04-2023","6.8832","6.8790","6.8864","6.8625","","0.07%"
"04-04-2023","6.8781","6.8763","6.8934","6.8705","","0.03%"
"03-04-2023","6.8763","6.8724","6.9011","6.8711","","0.03%"
"31-03-2023","6.8741","6.8745","6.8814","6.8432","","0.00%"
"30-03-2023","6.8739","6.8944","6.9127","6.8736","","-0.30%"
"29-03-2023","6.8947","6.8777","6.8990","6.8744","","0.24%"
"28-03-2023","6.8779","6.8826","6.8903","6.8702","","-0.06%"
"27-03-2023","6.8818","6.8689","6.8966","6.8664","","0.19%"
"24-03-2023","6.8688","6.8299","6.8848","6.8276","","0.59%"
"23-03-2023","6.8288","6.8612","6.8639","6.8088","","-0.47%"
"22-03-2023","6.8612","6.8766","6.8948","6.8432","","-0.21%"
"21-03-2023","6.8759","6.8738","6.8854","6.8648","","0.05%"
"20-03-2023","6.8728","6.8888","6.9074","6.8723","","-0.24%"
"17-03-2023","6.8893","6.8952","6.9015","6.8575","","-0.08%"
"16-03-2023","6.8946","6.8930","6.9151","6.8831","","0.02%"
"15-03-2023","6.8929","6.8821","6.9149","6.8714","","0.16%"
"14-03-2023","6.8820","6.8520","6.8889","6.8475","","0.44%"
"13-03-2023","6.8517","6.9391","6.9391","6.8314","","-1.25%"
"10-03-2023","6.9381","6.9769","6.9859","6.9028","","-0.55%"
"09-03-2023","6.9764","6.9683","6.9871","6.9630","","0.13%"
"08-03-2023","6.9674","6.9939","6.9977","6.9468","","-0.38%"
"07-03-2023","6.9937","6.9499","6.9959","6.9260","","0.63%"
"06-03-2023","6.9498","6.8969","6.9528","6.8966","","0.78%"
"03-03-2023","6.8962","6.9212","6.9217","6.8902","","-0.35%"
"02-03-2023","6.9201","6.8791","6.9338","6.8706","","0.61%"
"01-03-2023","6.8784","6.9550","6.9619","6.8633","","-1.09%"
"28-02-2023","6.9539","6.9605","6.9654","6.9450","","-0.08%"
"27-02-2023","6.9592","6.9715","6.9901","6.9548","","-0.30%"
"24-02-2023","6.9801","6.9160","6.9833","6.9112","","0.91%"
"23-02-2023","6.9173","6.9043","6.9242","6.8836","","0.18%"
"22-02-2023","6.9049","6.8931","6.9085","6.8870","","0.19%"
"21-02-2023","6.8917","6.8596","6.8963","6.8573","","0.49%"
"20-02-2023","6.8581","6.8625","6.8835","6.8543","","-0.19%"
"17-02-2023","6.8714","6.8686","6.8970","6.8679","","0.05%"
"16-02-2023","6.8680","6.8627","6.8806","6.8499","","0.09%"
"15-02-2023","6.8616","6.8374","6.8714","6.8298","","0.37%"
"14-02-2023","6.8363","6.8240","6.8408","6.8058","","0.19%"
"13-02-2023","6.8232","6.8225","6.8469","6.8173","","0.01%"
"10-02-2023","6.8226","6.7951","6.8289","6.7892","","0.40%"
"09-02-2023","6.7951","6.7961","6.8049","6.7759","","0.00%"
"08-02-2023","6.7950","6.7839","6.8037","6.7737","","0.18%"
"07-02-2023","6.7826","6.8007","6.8057","6.7762","","-0.26%"
"06-02-2023","6.8003","6.8099","6.8324","6.7776","","-0.09%"
"03-02-2023","6.8061","6.7386","6.8103","6.7339","","1.00%"
"02-02-2023","6.7385","6.7201","6.7446","6.7055","","0.30%"
"01-02-2023","6.7184","6.7550","6.7584","6.7146","","-0.55%"
"31-01-2023","6.7556","6.7565","6.7672","6.7484","","-0.01%"
"30-01-2023","6.7561","6.7558","6.7590","6.7390","","0.01%"
"27-01-2023","6.7556","6.7365","6.7720","6.7210","","0.31%"
"26-01-2023","6.7345","6.7717","6.7752","6.7247","","-0.53%"
"25-01-2023","6.7703","6.7839","6.7892","6.7660","","-0.18%"
"24-01-2023","6.7827","6.7762","6.7914","6.7694","","0.11%"
"23-01-2023","6.7752","6.7811","6.7908","6.7632","","-0.09%"
"20-01-2023","6.7815","6.7705","6.7934","6.7597","","0.17%"
"19-01-2023","6.7701","6.7693","6.7947","6.7624","","0.03%"
"18-01-2023","6.7682","6.7698","6.7906","6.7413","","-0.01%"
